s,n,alpha,v,v_comm,delta
5.382197490873175,0.09921220838114805,-0.06525292214048609,0.5740413084173678,0.5744679750366726,0.14226956039788627
5.387393306661289,0.09923610714569667,-0.06508335895294376,0.5601065054886761,0.5607622095960505,0.140088961160303
5.392201194461556,0.09926109996528511,-0.06491073459685291,0.5731962249936805,0.5736367817112124,0.14104658999328593
5.397198939120363,0.0992876811932159,-0.06473274921116952,0.5782210712369006,0.578579037754227,0.14101103250586033
5.402294566278739,0.09931403499235215,-0.06456402145931218,0.5774759408312932,0.5778461545828062,0.14034668548690502
5.407425451251065,0.09933880631355994,-0.06441468718313732,0.5726202489272119,0.5730702725964641,0.13927105820444896
5.4126147451698765,0.09935966118524985,-0.06430279280370267,0.5583307237564185,0.5590156152575007,0.13718046184258362
5.417717409162294,0.09937530254928252,-0.06423587401725163,0.542376170491871,0.5433232968320063,0.1349119496505501
5.422486034425005,0.09939033668271845,-0.064172962628127,0.5460618100826179,0.546948357910082,0.13510928933477
5.427248092208692,0.0994069011428193,-0.06410009778183454,0.552937087466618,0.5537106307347598,0.13565949822061418
5.432198039121631,0.09942230413226569,-0.06404148402893675,0.5475215450140613,0.5483841001071452,0.13471797893733933
